student_id,minutes_watched
2877,518.52
2887,566.50
2894,0.75
2899,2030.10
2911,4.05
2917,1045.40
2918,601.22
2920,11.40
2922,433.32
2928,2.03
2929,639.03
2930,265.80
2933,45.95
2938,1331.20
2943,285.52
2950,0.13
2954,316.00
2967,0.43
2973,68.68
2978,35.23
3002,1377.88
3011,586.38
3016,24.17
3017,166.62
3022,507.85
3031,136.78
3034,2.18
3048,20.78
3050,27.88
3062,37.85
3070,863.63
3074,25.30
3080,171.50
3082,26.25
3090,41.80
3092,609.10
3099,83.88
3112,22.42
3115,51.72
3130,0.23
3138,26.58
3146,0.18
3147,23.58
3148,21.27
3161,114.78
3162,403.97
3187,76.87
3188,609.05
3199,15.88
3213,525.12
3215,177.32
3219,150.40
3221,93.63
3239,378.40
3248,34.23
3266,5.95
3272,139.33
3286,3.98
3288,186.98
3291,1379.47
3297,64.60
3303,443.22
3305,308.40
3316,0.10
3338,795.33
3359,279.32
3364,380.43
3366,188.62
3367,101.93
3379,0.35
3381,54.95
3393,10.17
3402,13.23
3414,0.23
3416,0.15
3419,1.27
3420,469.57
3423,454.35
3426,17.50
3430,1346.00
3441,45.70
3447,10.10
3453,295.82
3466,251.70
3467,17.23
3468,672.30
3470,20.23
3471,234.40
3473,35.80
3478,824.17
3481,2.97
3494,272.07
3498,1724.83
3512,383.12
3513,238.78
3524,174.63
3538,1083.85
3550,167.32
3558,155.68
3575,253.78
3589,0.28
3598,33.52
3611,67.85
3613,1191.22
3626,824.05
3641,192.55
3643,2085.23
3647,603.68
3659,5.37
3661,31.27
3663,903.43
3675,3.88
3679,19.55
3681,136.90
3685,4.75
3687,779.38
3688,170.40
3691,86.68
3698,1650.93
3700,131.03
3702,73.38
3704,21.83
3707,662.27
3708,1.33
3709,1440.35
3712,47.85
3728,893.75
3750,51.82
3758,153.97
3774,1069.77
3779,592.30
3780,125.65
3781,1600.72
3785,362.23
3787,216.33
3797,306.82
3799,115.12
3809,7.32
3814,164.12
3815,210.95
3817,30.78
3824,8.67
3832,258.30
3840,0.42
3850,405.58
3852,1007.12
3856,963.37
3857,2.50
3860,266.45
3864,469.23
3865,227.70
3874,2.03
3875,517.63
3897,0.12
3908,13.32
3913,0.20
3914,8.58
3920,0.07
3927,1393.07
3931,1.98
3934,98.72
3936,299.78
3938,50.38
3943,83.57
3949,214.07
3965,9.58
3969,56.20
3977,109.32
3980,12.15
3983,18.62
3984,697.13
3985,0.37
3987,103.37
4001,181.15
4003,0.05
4013,1200.62
4019,415.30
4034,1226.82
4040,740.58
4043,548.02
4050,2023.55
4053,49.53
4054,99.58
4055,8.83
4062,89.43
4097,0.07
4104,251.62
4112,4.95
4132,502.37
4135,0.08
4143,76.60
4156,377.05
4158,19.97
4160,120.48
4162,0.55
4186,226.75
4220,39.90
4230,262.80
4231,669.92
4241,29.05
4266,165.30
4294,51.43
4311,4.58
4320,5.13
4322,51.80
4336,947.95
4337,1018.62
4347,34.98
4360,410.67
4363,55.52
4371,13.90
4376,214.68
4377,42.03
4381,15.08
4384,398.32
4393,117.22
4395,1.30
4400,1037.77
4402,324.80
4404,615.35
4413,833.65
4435,806.32
4450,0.35
4458,69.93
4464,33.90
4514,306.15
4515,87.05
4522,0.67
4537,169.58
4539,0.05
4544,49.55
4551,0.13
4553,0.12
4568,20.72
4574,36.10
4582,24.75
4585,635.97
4593,2.80
4595,59.70
4609,19.22
4613,130.83
4615,0.37
4617,1127.90
4621,1119.22
4629,1812.83
4640,293.82
4646,149.37
4685,6.28
4686,4.68
4692,106.05
4698,6.47
4706,304.38
4707,1308.05
4721,2416.65
4723,103.82
4739,768.97
4743,18.35
4745,56.30
4751,0.25
4756,96.75
4784,13.37
4790,411.30
4793,5.13
4795,255.02
4797,5.27
4801,359.40
4803,109.15
4827,10.38
4828,0.48
4829,993.83
4837,408.75
4849,680.83
4861,5.40
4869,50.58
4872,360.70
4874,391.62
4877,12.60
4884,0.10
4898,153.43
4917,1.90
4921,275.78
4927,39.97
4939,346.87
4946,22.57
4958,1449.23
4969,5.18
4972,48.22
4991,946.77
5010,391.47
5028,819.18
5036,964.15
5058,15.68
5063,0.10
5064,252.17
5070,181.57
5071,315.32
5075,575.22
5076,348.38
5080,1340.82
5088,0.78
5098,281.53
5104,253.40
5130,875.08
5136,13.90
5143,30.12
5153,59.78
5155,54.60
5203,227.05
5212,415.72
5221,0.07
5223,585.87
5227,0.33
5262,426.52
5274,22.08
5279,139.42
5286,226.60
5299,265.10
5309,710.53
5321,888.50
5323,96.40
5325,166.50
5334,11.48
5336,589.03
5340,260.80
5358,14.98
5373,244.58
5380,0.87
5382,569.27
5385,334.88
5389,0.33
5391,357.55
5392,12.32
5424,14.40
5427,41.48
5434,461.15
5450,19.77
5453,1559.02
5502,244.83
5511,0.07
5515,7.28
5543,975.42
5567,761.90
5574,9.08
5577,252.53
5578,16.02
5579,7.38
5589,146.52
5591,6.35
5598,28.13
5601,245.80
5612,173.05
5632,112.48
5633,2118.77
5638,19.27
5644,0.07
5649,208.67
5663,27.60
5671,29.20
5676,6.62
5686,136.97
5687,48.30
5704,0.55
5707,117.47
5716,4.53
5717,327.33
5720,2622.95
5734,315.63
5739,150.18
5744,119.47
5774,22.10
5782,297.85
5791,0.42
5836,1259.58
5884,65.03
5939,17.73
5955,111.03
5971,53.93
5974,1017.63
5996,61.93
6010,3968.32
6011,164.35
6027,24.15
6030,385.35
6034,0.08
6043,163.53
6070,157.68
6096,388.92
6110,559.10
6125,1164.38
6129,194.10
6165,98.75
6218,14.73
6227,235.62
6239,48.48
6252,409.82
6253,283.95
6261,0.18
6278,974.87
6312,489.53
6313,485.35
6330,421.88
6331,55.35
6363,62.00
6367,157.07
6379,211.42
6394,332.57
6395,348.22
6408,100.12
6409,169.73
6410,78.80
6418,42.45
6421,660.63
6433,254.18
6451,12.20
6464,203.88
6488,1468.62
6503,8.23
6505,80.82
6530,604.63
6542,128.68
6548,2072.47
6559,160.42
6560,20.35
6569,4.35
6580,26.72
6589,443.77
6599,33.67
6616,1512.77
6627,24.85
6643,541.98
6659,189.13
6665,24.35
6667,11.43
6681,8.45
6685,523.63
6698,35.13
6739,2509.40
6743,23.97
6745,86.80
6757,71.00
6762,494.87
6773,18.03
6791,261.13
6814,27.43
6817,13.50
6819,603.80
6824,307.50
6836,33.53
6867,9.08
6869,39.75
6871,14.23
6884,1509.07
6885,977.12
6888,58.65
6890,290.82
6921,2346.40
6924,268.05
6932,205.20
6939,0.43
6940,35.90
6944,15.43
6950,102.88
6958,384.82
6965,75.87
6976,2811.33
6982,55.45
6997,164.48
7008,0.22
7013,115.77
7015,0.17
7021,31.60
7034,467.03
7071,1382.28
7076,3.00
7081,30.45
7086,1149.13
7094,1.30
7096,133.17
7100,117.25
7101,680.80
7115,17.33
7122,126.50
7127,231.30
7128,592.88
7129,8.62
7133,483.70
7155,147.48
7163,252.62
7169,32.10
7178,83.78
7179,3.73
7197,617.83
7212,25.83
7217,2.58
7231,570.33
7232,176.87
7242,106.23
7244,669.83
7245,231.60
7246,379.25
7250,90.32
7254,363.28
7275,3.43
7282,92.18
7291,7.72
7294,129.47
7306,132.30
7307,231.68
7310,32.13
7343,985.05
7349,1270.92
7355,0.37
7358,163.47
7365,648.78
7373,17.98
7382,969.47
7386,70.03
7404,14.57
7406,7.55
7412,1931.27
7437,762.12
7439,14334.33
7443,14.83
7452,9.15
7475,556.23
7482,110.27
7483,1.85
7487,681.27
7495,0.15
7502,134.38
7503,44.88
7521,59.25
7524,0.12
7540,193.12
7548,3.98
7561,890.02
7568,687.63
7583,712.57
7606,14.70
7612,891.12
7620,118.37
7631,22.93
7642,645.48
7645,288.75
7649,149.07
7676,0.05
7687,2416.87
7724,24.10
7726,73.70
7735,0.10
7742,213.22
7752,70.65
7782,135.65
7819,5.98
7861,1918.87
7863,2.32
7873,9.82
7889,1.15
7898,65.87
7908,701.17
7934,65.93
7962,32.77
7975,94.17
7987,3.35
8005,1456.05
8010,481.08
8018,133.57
8030,182.47
8053,34.40
8057,55.60
8059,4.33
8068,111.55
8095,697.80
8107,0.95
8133,152.88
8183,40.32
8223,377.68
8260,7.03
8380,667.08
8412,548.28
8425,16.08
8437,774.47
8444,7.43
8452,102.63
8495,252.83
8519,27.17
8538,31.78
8539,199.15
8544,65.80
8555,94.05
8567,3.73
8591,148.60
8600,206.47
8679,1.03
8716,5.08
8734,238.45
8758,454.72
8773,22.30
8779,0.30
8797,33.98
8798,10.07
8825,0.22
8855,2046.03
8868,669.30
8873,11.37
8912,291.22
8924,569.08
8937,42.82
8950,5.43
8952,26.35
8964,20.70
9000,350.48
9021,159.27
9027,187.10
9100,211.07
9107,309.70
9108,785.23
9112,8.93
9114,145.40
9178,59.30
9188,157.67
9231,144.58
9252,0.73
9260,2.08
9303,6.30
9305,1008.90
9334,68.37
9336,5.47
9354,7.95
9372,14.78
9409,961.53
9429,1638.52
9435,193.17
9465,511.00
9478,42.53
9513,28.85
9521,0.07
9544,0.40
9560,103.72
9571,325.10
9598,457.38
9612,46.48
9653,639.82
9703,408.58
9708,98.57
9736,675.77
9746,317.72
9754,17.97
9793,1071.82
9794,127.95
9803,274.00
9812,1289.00
9856,493.82
9876,0.12
9882,112.43
9952,23.73
9985,50.92
9989,15.47
10002,62.32
10029,7.05
10057,13.35
10078,16.63
10103,8.75
10131,55.77
10158,347.70
10218,16.65
10272,43.90
10276,114.22
10288,385.67
10299,22.83
10337,4.60
10365,126.75
10390,43.15
10393,709.27
10398,178.83
10595,19.17
10608,6.05
10662,2.93
10685,76.45
10690,0.08
10744,14.55
10748,1591.38
10791,37.93
10839,855.28
10938,2.53
11002,42.97
11026,75.42
11082,6.85
11124,6.15
11209,642.95
11227,313.13
11311,566.57
11325,444.30
11365,358.82
11489,68.90
11538,0.10
11583,155.85
11604,1117.05
11607,93.55
11628,35.23
11644,27.22
11711,27.57
11735,431.28
11739,5.95
11748,87.23
11800,74.73
11802,0.13
11808,70.30
11812,0.25
11856,4814.08
11879,2540.88
11937,5.38
12033,12.93
12043,23.58
12073,36.52
12127,12.98
12146,6.62
12160,1565.98
12207,60.88
12222,625.15
12234,11.37
12241,140.93
12270,0.95
12279,0.07
12385,139.68
12442,134.97
12473,143.57
12508,718.97
12534,58.78
12551,272.80
12589,234.95
12610,256.95
12644,0.95
12735,217.38
12751,65.12
12761,309.87
12771,88.27
12781,906.67
12797,5.02
12802,111.33
12808,3.08
12809,56.13
12811,0.38
12816,50.62
12857,229.50
12868,12.22
12971,36.55
12989,883.03
13043,110.05
13073,1211.17
13076,259.97
13079,1392.70
13132,451.05
13134,15.22
13169,2.02
13179,143.47
13180,248.02
13388,6389.28
13463,48.28
13474,71.20
13501,86.15
13510,168.22
13566,12.87
13620,1118.28
13644,161.93
13804,0.18
13807,30.33
13902,28.37
13960,19.53
14425,12.00
14470,8.45
14629,121.73
14633,80.05
14700,331.63
14714,238.10
14735,387.70
14765,1031.18
14915,960.07
14953,38.83
14967,7.48
15110,0.12
15179,2.62
15345,291.48
15416,5.65
15472,152.05
15736,487.15
16043,245.65
16052,576.18
16118,1387.87
16414,220.32
16417,0.07
16450,339.38
16473,0.73
16632,862.42
16725,787.18
16728,201.93
16825,0.27
16832,0.10
16863,10.92
16991,1490.52
17159,166.88
17317,6.32
17524,146.22
17943,7.00
18314,2.10
18319,309.37
18360,582.57
18510,4.73
18678,174.03
18692,243.10
18719,118.62
18722,121.03
18865,0.18
18954,686.15
19005,340.22
19053,16.23
19074,39.13
19124,502.43
19150,133.37
19178,27.17
19268,70.33
19347,14.23
19562,925.37
19636,21.10
19665,452.23
19692,117.28
19821,132.02
19845,2.63
19900,54.52
19954,919.23
19969,3.40
20120,674.35
20556,0.17
20733,265.40
21569,1147.38
21633,205.27
21793,19.57
21801,2.20
22195,1.68
22351,0.23
22476,146.33
22533,529.53
22653,0.08
22818,4757.57
23526,1.02
23708,539.58
24006,792.20
24423,1001.68
24434,16.90
24451,112.48
24924,227.93
25047,93.53
25057,412.98
25156,376.07
25211,765.03
25308,611.98
25863,93.03
25992,23.58
26922,2.42
26933,386.95
26958,177.08
27104,0.07
27576,392.03
29303,1220.87
30427,6.55
30439,0.08
31588,4.55
32237,449.73
32669,67.03
32973,36.62
33796,176.83
33916,2.85
34049,14.30
34081,1.93
34981,0.43
35147,18.37
37017,228.13
37860,195.97
38977,245.07
40867,22.53
41336,471.08
41451,105.42
41613,328.77
42675,1730.20
42928,235.80
44291,350.95
52075,0.32
52866,22.78
55709,0.08
58007,159.67
58539,24.05
59292,48.38
63369,88.70
70008,113.53
71149,1055.73
71758,101.90
75080,364.58
86013,5.52
98559,415.07
101613,416.35
102023,995.93
103625,65.82
111107,821.58
111643,23.27
113546,6.48
115084,5.30
115657,524.55
120374,475.57
123732,26.37
134788,55.10
135372,45.77
137389,598.30
137893,756.37
139185,14.83
141064,119.30
142411,0.23
142934,5570.52
143012,90.20
143038,753.02
143216,872.45
143289,32.33
143305,37.17
143327,37.22
143392,278.65
143407,19.98
143444,63.50
143466,27.97
143489,0.77
143514,49.90
143519,9.47
143523,747.35
143527,1147.55
143536,7.28
143561,541.97
143597,6.05
143599,55.58
143643,524.80
143691,22.23
143693,48.10
143701,375.88
143711,45.50
143746,325.00
143770,167.87
143777,64.72
143781,1128.48
143797,505.35
143801,105.22
143853,636.70
143920,31.23
143923,0.35
143958,41.95
144083,72.95
144087,0.08
144090,1.95
144119,2.25
144126,461.62
144164,579.62
144208,79.18
144220,39.83
144230,21.52
144240,215.55
144273,11.57
144293,1112.95
144305,394.15
144343,242.28
144348,390.38
144378,1370.17
144381,315.87
144384,147.50
144387,71.88
144395,533.00
144400,543.53
144403,290.00
144426,615.80
144444,65.95
144467,56.43
144492,211.95
144556,405.68
144565,612.32
144575,5852.50
144599,74.88
144627,688.88
144638,39.57
144644,101.50
144681,281.95
144682,436.07
144707,357.07
144713,7.65
144749,1022.48
144764,432.85
144786,868.28
144788,574.95
144789,73.33
144843,2245.80
144869,1366.93
144873,146.52
144874,522.83
144900,548.15
144907,0.72
144912,37.73
144929,550.20
144939,744.08
144956,115.90
144987,237.87
145013,271.75
145050,504.75
145089,494.50
145091,130.93
145135,884.43
145167,256.18
145179,18.63
145183,184.28
145185,148.35
145190,5.45
145196,45.02
145212,105.85
145230,6.97
145231,39.27
145235,24.30
145240,759.15
145254,408.35
145258,350.23
145278,155.33
145281,141.47
145285,1885.12
145290,2202.12
145308,237.77
145310,4.98
145344,8.60
145345,137.27
145349,390.95
145353,486.95
145370,1101.90
145386,412.33
145399,0.05
145464,68.45
145477,115.23
145502,1503.27
145560,260.48
145569,647.22
145628,0.35
145672,1811.25
145681,564.40
145684,1.88
145730,1962.43
145747,37.10
145751,53.10
145754,8.83
145762,609.87
145768,822.85
145773,2.68
145774,28.05
145792,105.37
145793,204.17
145795,931.72
145796,800.58
145813,320.27
145821,259.73
145822,3.28
145834,1104.47
145842,0.15
145853,94.30
145867,197.88
145868,280.47
145873,1729.75
145877,107.25
145899,374.92
145903,1.48
145905,2693.88
145915,2810.63
145944,305.28
145954,636.57
145957,19.13
145965,926.43
145993,743.62
146015,977.52
146021,441.77
146036,72.13
146049,220.87
146051,20.02
146052,462.40
146068,42.85
146133,391.80
146144,83.57
146145,31.12
146149,371.68
146172,600.25
146185,44.33
146189,192.72
146201,1247.50
146224,620.02
146249,25.37
146252,177.80
146308,310.38
146339,1147.05
146352,817.13
146367,801.77
146384,25.48
146397,1455.67
146419,0.23
146424,456.38
146427,476.58
146429,0.25
146457,460.25
146479,1360.68
146480,168.80
146485,431.97
146487,119.35
146498,1200.85
146514,708.00
146518,493.05
146526,341.00
146536,372.93
146542,54.88
146551,56.43
146552,0.43
146555,2.12
146568,9.67
146578,632.40
146608,695.60
146613,2186.68
146625,65.13
146730,76.65
146734,19.18
146760,38.85
146767,440.23
146772,39.27
146788,1534.88
146799,162.60
146801,756.17
146807,223.90
146821,302.12
146851,353.88
146853,29.53
146855,6.92
146859,215.18
146865,68.70
146866,952.30
146872,958.22
146880,66.53
146888,176.77
146891,861.13
146897,130.90
146906,9.83
146907,54.15
146908,121.43
146909,139.73
146914,276.08
146932,37.77
146937,76.37
146940,0.17
146948,318.62
146958,633.97
146960,448.60
146964,282.77
146976,413.65
146977,434.65
146990,168.52
146991,193.72
147005,340.08
147013,112.90
147015,700.97
147025,23.12
147043,438.03
147044,0.80
147045,1072.68
147047,499.78
147053,33.00
147054,4551.37
147057,347.85
147059,155.47
147061,954.75
147062,37.60
147066,224.63
147076,10.35
147083,1712.27
147087,349.07
147102,426.80
147111,17.32
147136,420.23
147142,359.02
147143,750.12
147146,59.62
147148,547.43
147149,266.07
147150,175.10
147152,69.62
147158,499.15
147159,2.70
147161,140.32
147169,540.97
147178,60.95
147180,445.78
147181,18.15
147183,315.47
147197,534.48
147200,440.95
147217,662.72
147231,175.45
147236,1482.80
147249,36.48
147258,1454.27
147259,0.35
147269,335.50
147290,246.97
147291,11.37
147305,54.95
147317,350.10
147319,54.57
147323,33.13
147338,1507.50
147346,106.38
147356,681.65
147359,33.35
147368,96.73
147385,952.58
147388,181.52
147405,491.32
147430,642.07
147437,715.17
147441,34.57
147444,151.08
147446,630.37
147447,219.18
147448,873.33
147449,233.15
147460,71.88
147473,2585.15
147479,1163.55
147506,193.87
147515,13.05
147526,327.18
147530,334.00
147546,273.40
147550,40.12
147555,464.37
147568,0.95
147576,1254.07
147579,65.32
147591,80.08
147593,795.88
147600,540.73
147603,6462.03
147604,1458.12
147612,260.88
147618,1507.28
147625,16.27
147643,88.07
147666,8.92
147676,553.95
147687,2707.22
147715,280.00
147733,599.62
147737,521.13
147755,569.00
147763,240.00
147773,2950.62
147801,30.95
147804,301.10
147876,703.22
147884,294.97
147903,659.67
147906,460.20
147951,3360.55
147959,510.50
147991,38.50
147993,762.73
148002,403.03
148049,249.72
148053,0.73
148054,1271.82
148089,5.57
148094,305.85
148103,321.18
148109,354.72
148126,431.75
148128,72.78
148134,788.32
148194,856.13
148222,1558.00
148228,2.70
148257,1969.82
148263,333.37
148265,1205.18
148272,1124.07
148280,24.30
148297,65.18
148326,839.10
148329,433.82
148330,613.42
148339,81.68
148344,69.87
148346,562.72
148356,59.10
148372,155.55
148411,274.38
148412,50.68
148420,57.80
148455,418.28
148467,490.05
148486,290.27
148488,882.98
148497,1504.05
148527,1286.95
148531,236.07
148559,921.53
148577,80.82
148584,494.60
148601,0.30
148618,19.83
148643,116.90
148646,389.98
148667,1370.88
148669,246.68
148670,107.78
148685,37.68
148712,0.63
148715,546.62
148758,34.50
148777,116.33
148778,79.48
148785,1440.65
148786,4745.00
148787,132.97
148793,1350.33
148799,7500.48
148812,21.17
148814,179.98
148817,1022.78
148825,3465.27
148837,1053.97
148854,5.70
148882,17.40
148886,1881.90
148901,1524.25
148919,88.30
148927,625.07
148933,1039.57
148939,2460.25
148948,292.47
148996,74.08
149015,2728.23
149023,169.08
149027,3.80
149037,51.63
149038,141.40
149044,204.07
149049,162.45
149064,1130.32
149109,366.50
149122,623.75
149123,49.17
149125,926.82
149131,387.20
149135,552.77
149195,824.35
149197,67.70
149218,2910.43
149241,755.25
149253,22.73
149260,422.13
149290,6.85
149303,647.88
149361,108.53
149402,509.32
149404,532.35
149455,352.80
149474,239.02
149494,1429.08
149500,814.02
149515,77.45
149546,8.70
149547,263.92
149548,394.38
149554,109.90
149566,1002.73
149569,16.18
149576,8451.40
149577,680.83
149584,344.93
149591,874.05
149610,200.85
149617,214.38
149633,230.92
149636,95.57
149652,532.20
149690,126.78
149763,1111.60
149770,547.88
149812,2035.33
149815,829.72
149844,26.00
149849,119.85
149870,5687.55
149887,554.97
149892,204.60
149903,311.12
149946,250.32
149950,399.85
149951,275.83
149960,460.68
150015,62.18
150052,106.12
150053,117.30
150059,400.67
150061,2558.00
150064,845.02
150076,27.02
150090,910.22
150094,33.17
150127,16.62
150147,114.27
150158,0.12
150269,207.45
150288,105.82
150354,9622.40
150462,6.90
150582,905.27
150663,734.93
150664,35.57
150678,311.35
150733,111.55
150757,356.68
150819,1012.68
150851,74.45
150854,679.33
150861,444.35
150864,408.98
150890,1075.35
150949,3185.95
150981,176.55
151037,19.48
151082,1.60
151113,2906.62
151153,100.20
151156,659.42
151171,218.77
151188,657.50
151197,5.80
151212,5044.20
151287,3.97
151313,662.93
151321,16.48
151366,278.27
151402,335.23
151404,2881.60
151418,0.28
151428,329.15
151494,0.20
151559,13.65
151574,7.12
151620,466.62
151638,437.35
151643,450.82
151663,170.25
151694,2628.42
151709,917.62
151759,475.17
151765,950.40
151779,102.10
151783,298.78
151811,652.23
151829,87.68
151849,530.53
151879,518.10
151886,1188.72
151892,73.15
151950,438.70
151952,24.12
151953,682.60
151962,371.32
151981,964.77
151988,241.13
152006,31.00
152033,54.40
152060,226.73
152068,78.62
152082,37.23
152109,1019.92
152123,1844.02
152140,77.25
152141,221.48
152174,127.37
152177,2860.92
152232,420.40
152249,48.47
152253,355.27
152265,2077.53
152267,317.05
152285,1827.50
152336,326.48
152346,456.12
152353,710.22
152360,107.70
152369,420.82
152402,211.57
152421,64.75
152429,1186.98
152472,2261.85
152502,197.30
152533,105.93
152551,42.15
152601,307.05
